ext_id,price,discounted_price,ontology
13512,145,75.682226284298451,Unisex>Health & Beauty>Bath & Body>Gift Ideas
13795,369,173.65276336483566,Unisex>Health & Beauty>Bath & Body>Gift Ideas
89178,25,16.224246699334145,Female>Health & Beauty>Hand Cream>Body>Hand Care
EV70,-1,-0.52659526495640141,Unisex>Health & Beauty>Gift Ideas
EV075,-1,-0.67281762397541178,Unisex>Health & Beauty>Gift Ideas
EV080,-1,-0.90424479020850623,Unisex>Health & Beauty>Gift Ideas
EV079,-1,-0.70530593605426772,Unisex>Health & Beauty>Gift Ideas
96509,105,99.551326243845793,Female>Health & Beauty>Make Up>Makeup>Foundation & Concealer
14552,149,83.358077613041942,Unisex>Health & Beauty>Bath & Body>Gift Ideas
14143,259,117.30022947133142,Male>Health & Beauty>Gift Ideas>Body>Body Cleansers
14129,199,164.94254936554645,Unisex>Health & Beauty>Bath & Body>Gift Ideas
14099,139,111.04860681414567,Female>Health & Beauty>Bath & Body>Body Cleanser>Body Mist>Fragrance>Gift Ideas>Shower Gel
14051,109,73.237502177555498,Unisex>Health & Beauty>Gift Ideas
240,218,135.68093268143991,Unisex>Health & Beauty>Body Cleanser>Body Lotion
LYB_JCBSet4,159,115.56831758520956,Unisex>Health & Beauty>Bath & Body>Body Cleanser>Body Lotion>Body Mist
LYB_JCBKISSSet5,159,88.000228350369852,Unisex>Health & Beauty>Bath & Body>Body Cleanser>Body Lotion>Body Mist
LYB_JCBKISSSet7,269,130.33032117282974,Unisex>Health & Beauty>Bath & Body>Body Cleanser>Body Lotion>Body Mist>Fragrance
Set4_HydratingVitESet,149,140.97006053015147,Unisex>Health & Beauty>Skincare>Face>Moisturisers
Set5_GlowSmoothVitCSet,199,187.03828912760537,Unisex>Health & Beauty>Skincare>Face>Moisturisers
EV037,50,43.023937868769622,Unisex>Health & Beauty>Gift Ideas
